id,gid,x,y,v_x,v_y,radius,time
0,0,3.452905,0.463244,-1.518327,0.448259,0.500000,3.100000
1,1,2.873852,3.528090,-0.896346,-0.704382,0.500000,3.100000
2,2,-0.231718,5.257407,-0.218249,-0.508529,0.500000,3.100000
3,3,-3.132401,2.651091,0.007933,-1.104917,0.500000,3.100000
4,4,-4.636962,-0.535669,1.128187,-0.607992,0.500000,3.100000
5,5,-2.376293,-2.574358,1.049887,0.707349,0.500000,3.100000
6,6,0.308363,-3.975411,0.350138,1.547064,0.500000,3.100000
7,7,3.540183,-3.533725,-0.672957,0.565065,0.500000,3.100000
0,0,3.303529,0.469566,-1.493765,0.063227,0.500000,3.200000
1,1,2.797275,3.484604,-0.765768,-0.434862,0.500000,3.200000
2,2,-0.251171,5.193582,-0.194531,-0.638256,0.500000,3.200000
3,3,-3.097912,2.546724,0.344892,-1.043668,0.500000,3.200000
4,4,-4.513445,-0.592870,1.235171,-0.572011,0.500000,3.200000
5,5,-2.280847,-2.503191,0.954466,0.711675,0.500000,3.200000
6,6,0.364762,-3.804875,0.563989,1.705359,0.500000,3.200000
7,7,3.474790,-3.473492,-0.653924,0.602334,0.500000,3.200000
0,0,3.176083,0.462851,-1.274456,-0.067154,0.500000,3.300000
1,1,2.719786,3.411148,-0.774890,-0.734560,0.500000,3.300000
2,2,-0.273726,5.122730,-0.225552,-0.708523,0.500000,3.300000
3,3,-3.071547,2.465043,0.263646,-0.816803,0.500000,3.300000
4,4,-4.389558,-0.640990,1.238874,-0.481196,0.500000,3.300000
5,5,-2.167042,-2.410717,1.138047,0.924741,0.500000,3.300000
6,6,0.402589,-3.643068,0.378280,1.618074,0.500000,3.300000
7,7,3.393068,-3.404665,-0.817219,0.688268,0.500000,3.300000
0,0,3.037744,0.495844,-1.383390,0.329934,0.500000,3.400000
1,1,2.632075,3.328775,-0.877110,-0.823729,0.500000,3.400000
2,2,-0.246921,5.059786,0.268048,-0.629431,0.500000,3.400000
3,3,-3.022450,2.349616,0.490968,-1.154273,0.500000,3.400000
4,4,-4.263547,-0.691682,1.260106,-0.506919,0.500000,3.400000
5,5,-2.043980,-2.341068,1.230622,0.696484,0.500000,3.400000
6,6,0.465343,-3.470325,0.627540,1.727424,0.500000,3.400000
7,7,3.351948,-3.333622,-0.411204,0.710434,0.500000,3.400000
0,0,2.900502,0.492288,-1.372424,-0.035560,0.500000,3.500000
1,1,2.546279,3.291299,-0.857957,-0.374768,0.500000,3.500000
2,2,-0.202766,4.998691,0.441547,-0.610960,0.500000,3.500000
3,3,-2.991231,2.233551,0.312191,-1.160647,0.500000,3.500000
4,4,-4.133472,-0.748148,1.300753,-0.564662,0.500000,3.500000
5,5,-1.919412,-2.264821,1.245679,0.762472,0.500000,3.500000
6,6,0.562042,-3.323958,0.966981,1.463676,0.500000,3.500000
7,7,3.295289,-3.271266,-0.566587,0.623562,0.500000,3.500000
0,0,2.711308,0.511365,-1.891932,0.190763,0.500000,3.600000
1,1,2.472003,3.195845,-0.742764,-0.954533,0.500000,3.600000
2,2,-0.148535,4.961600,0.542312,-0.370901,0.500000,3.600000
3,3,-2.946941,2.135877,0.442900,-0.976740,0.500000,3.600000
4,4,-4.036604,-0.799398,0.968684,-0.512505,0.500000,3.600000
5,5,-1.811287,-2.198767,1.081244,0.660537,0.500000,3.600000
6,6,0.641736,-3.189738,0.796944,1.342195,0.500000,3.600000
7,7,3.233436,-3.210955,-0.618531,0.603107,0.500000,3.600000
0,0,2.521002,0.535213,-1.903060,0.238482,0.500000,3.700000
1,1,2.383868,3.130721,-0.881347,-0.651239,0.500000,3.700000
2,2,-0.117407,4.868689,0.311283,-0.929112,0.500000,3.700000
3,3,-2.929597,2.039632,0.173445,-0.962458,0.500000,3.700000
4,4,-3.933713,-0.832705,1.028903,-0.333067,0.500000,3.700000
5,5,-1.738272,-2.125563,0.730155,0.732039,0.500000,3.700000
6,6,0.668765,-3.056456,0.270289,1.332821,0.500000,3.700000
7,7,3.165513,-3.158170,-0.679233,0.527851,0.500000,3.700000
0,0,2.340261,0.603720,-1.807416,0.685075,0.500000,3.800000
1,1,2.293788,3.060328,-0.900803,-0.703936,0.500000,3.800000
2,2,-0.112549,4.794640,0.048583,-0.740491,0.500000,3.800000
3,3,-2.881428,1.946894,0.481689,-0.927379,0.500000,3.800000
4,4,-3.841167,-0.867606,0.925461,-0.349012,0.500000,3.800000
5,5,-1.653490,-2.063232,0.847820,0.623315,0.500000,3.800000
6,6,0.675493,-2.911281,0.067279,1.451751,0.500000,3.800000
7,7,3.086339,-3.102911,-0.791735,0.552589,0.500000,3.800000
0,0,2.189927,0.639561,-1.503338,0.358405,0.500000,3.900000
1,1,2.200252,3.003919,-0.935358,-0.564084,0.500000,3.900000
2,2,-0.116863,4.736543,-0.043141,-0.580975,0.500000,3.900000
3,3,-2.789711,1.876366,0.917168,-0.705277,0.500000,3.900000
4,4,-3.745670,-0.913030,0.954970,-0.454234,0.500000,3.900000
5,5,-1.598347,-2.001186,0.551433,0.620456,0.500000,3.900000
6,6,0.699715,-2.731745,0.242225,1.795364,0.500000,3.900000
7,7,3.013026,-3.044558,-0.733133,0.583530,0.500000,3.900000
0,0,2.047876,0.670071,-1.420514,0.305099,0.500000,4.000000
1,1,2.104627,2.957319,-0.956253,-0.466006,0.500000,4.000000
2,2,-0.130273,4.704433,-0.134102,-0.321097,0.500000,4.000000
3,3,-2.706762,1.790830,0.829490,-0.855360,0.500000,4.000000
4,4,-3.630612,-0.948912,1.150580,-0.358821,0.500000,4.000000
5,5,-1.506322,-1.923905,0.920244,0.772812,0.500000,4.000000
6,6,0.716176,-2.594518,0.164610,1.372272,0.500000,4.000000
7,7,2.937079,-2.961018,-0.759471,0.835399,0.500000,4.000000
0,0,1.889652,0.714047,-1.582234,0.439765,0.500000,4.100000
1,1,2.015402,2.917245,-0.892243,-0.400736,0.500000,4.100000
2,2,-0.135979,4.632210,-0.057057,-0.722224,0.500000,4.100000
3,3,-2.645070,1.695343,0.616917,-0.954873,0.500000,4.100000
4,4,-3.509422,-0.998943,1.211897,-0.500315,0.500000,4.100000
5,5,-1.426892,-1.835076,0.794306,0.888290,0.500000,4.100000
6,6,0.734670,-2.415363,0.184937,1.791542,0.500000,4.100000
7,7,2.862548,-2.881896,-0.745312,0.791219,0.500000,4.100000
0,0,1.736309,0.754217,-1.533428,0.401701,0.500000,4.200000
1,1,1.936725,2.831125,-0.786776,-0.861206,0.500000,4.200000
2,2,-0.141110,4.557629,-0.051318,-0.745817,0.500000,4.200000
3,3,-2.574060,1.592196,0.710104,-1.031469,0.500000,4.200000
4,4,-3.356518,-1.058088,1.529049,-0.591449,0.500000,4.200000
5,5,-1.335764,-1.751296,0.911280,0.837800,0.500000,4.200000
6,6,0.759220,-2.238743,0.245500,1.766209,0.500000,4.200000
7,7,2.796250,-2.804553,-0.662976,0.773436,0.500000,4.200000
0,0,1.575771,0.781171,-1.605383,0.269532,0.500000,4.300000
1,1,1.828309,2.776277,-1.084155,-0.548477,0.500000,4.300000
2,2,-0.123707,4.503010,0.174034,-0.546190,0.500000,4.300000
3,3,-2.520980,1.464957,0.530805,-1.272387,0.500000,4.300000
4,4,-3.221404,-1.114771,1.351131,-0.566829,0.500000,4.300000
5,5,-1.266147,-1.654637,0.696164,0.966592,0.500000,4.300000
6,6,0.789559,-2.095961,0.303391,1.427812,0.500000,4.300000
7,7,2.771232,-2.740738,-0.250177,0.638150,0.500000,4.300000
0,0,1.427301,0.802302,-1.484698,0.211313,0.500000,4.400000
1,1,1.721049,2.739296,-1.072603,-0.369813,0.500000,4.400000
2,2,-0.110619,4.412218,0.130877,-0.907922,0.500000,4.400000
3,3,-2.436663,1.357533,0.843161,-1.074247,0.500000,4.400000
4,4,-3.058688,-1.146531,1.627165,-0.317599,0.500000,4.400000
5,5,-1.209811,-1.576340,0.563362,0.782963,0.500000,4.400000
6,6,0.813436,-1.939909,0.238774,1.560522,0.500000,4.400000
7,7,2.716950,-2.677484,-0.542828,0.632537,0.500000,4.400000
0,0,1.269135,0.819289,-1.581663,0.169873,0.500000,4.500000
1,1,1.621294,2.674719,-0.997547,-0.645763,0.500000,4.500000
2,2,-0.137836,4.363236,-0.272166,-0.489816,0.500000,4.500000
3,3,-2.390447,1.225143,0.462165,-1.323898,0.500000,4.500000
4,4,-2.930517,-1.220459,1.281712,-0.739278,0.500000,4.500000
5,5,-1.128913,-1.488303,0.808980,0.880371,0.500000,4.500000
6,6,0.837606,-1.765479,0.241693,1.744303,0.500000,4.500000
7,7,2.698985,-2.611012,-0.179647,0.664723,0.500000,4.500000
0,0,1.117113,0.820494,-1.520225,0.012049,0.500000,4.600000
1,1,1.522161,2.605011,-0.991334,-0.697083,0.500000,4.600000
2,2,-0.172459,4.284054,-0.346227,-0.791820,0.500000,4.600000
3,3,-2.298946,1.139839,0.915014,-0.853036,0.500000,4.600000
4,4,-2.796054,-1.233917,1.344630,-0.134581,0.500000,4.600000
5,5,-1.042453,-1.394921,0.864598,0.933825,0.500000,4.600000
6,6,0.861613,-1.584045,0.240073,1.814335,0.500000,4.600000
7,7,2.668851,-2.550732,-0.301340,0.602796,0.500000,4.600000
0,0,0.980131,0.840023,-1.369811,0.195290,0.500000,4.700000
1,1,1.459555,2.612056,-0.626058,0.070446,0.500000,4.700000
2,2,-0.200624,4.212985,-0.281649,-0.710687,0.500000,4.700000
